Name,Description,Location,Established,Area,Annual_Visitors,Latitude,Longitude,AllTrails URL,Map Link,Map Type
Joshua Tree,"Distinct desert landscapes and iconic Joshua trees, with scenic rock formations for climbing and camping. Covering large areas of the Colorado and Mojave Deserts and the Little San Bernardino Mountains, this desert landscape is populated by vast stands of Joshua trees. Large changes in elevation reveal various contrasting environments including bleached sand dunes, dry lakes, rugged mountains, and maze-like clusters of monzogranite monoliths.[73] (BR)[38]","33.79,-115.90","October 31, 1994","795,155.85 acres (3,217.9 km2)",3058294,33.79,-115.9,https://www.alltrails.com/parks/us/california/joshua-tree-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=ea25e28b-aa66-41a1-93eb-f9801fdab78a&sid=f771c9f0-78dc-424e-999a-a3dbcf75f6c0&p=1&sort=relevance,Park Map
Katmai,"Known for brown bear viewing and volcanic landscapes. Accessible by floatplane. This park on the Alaska Peninsula protects the Valley of Ten Thousand Smokes, an ash flow formed by the 1912 eruption of Novarupta, and the stratovolcano Mount Katmai. Over 2,000 grizzly bears come here each year to catch spawning salmon. Other wildlife includes caribou, wolves, moose, and wolverines.[74]","58.50,-155.00","December 2, 1980","3,674,529.33 acres (14,870.3 km2)",33908,58.5,-155.0,https://www.alltrails.com/parks/us/alaska/katmai-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=e2856dec-a502-4d6b-8ce7-a59010009df3&sid=2f468cdc-d858-4018-aa78-28ef989a0a01&p=1&sort=relevance,Park Map
Kenai Fjords,"Coastal park with glaciers, fjords, and wildlife. Popular for kayaking and boat tours. Near Seward on the Kenai Peninsula, this park protects the Harding Icefield and at least 38 glaciers and fjords stemming from it. The only area accessible to the public by road is the rapidly shrinking Exit Glacier. Boat and kayak tours offer views of tidewater glaciers, whales, sea lions, and marine birds.[75]","59.92,-149.65","December 2, 1980","669,650.05 acres (2,710.0 km2)",389943,59.92,-149.65,https://www.alltrails.com/parks/us/alaska/kenai-fjords-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=baeb9d79-7a90-4669-9bfb-f491afef6e99&sid=6c045bfd-262b-48e1-8ce8-d265ee212abb&p=1&sort=relevance,Park Map
Kings Canyon,"Deep valleys, giant sequoias, and high mountain trails. Great for backpacking and camping. Home to several giant sequoia groves and the General Grant Tree, the world's second largest measured tree, this park also features part of the Kings River, sculptor of the dramatic granite canyon that is its namesake, and the San Joaquin River, as well as Boyden Cave.[76] Although Kings Canyon National Park was designated as such in 1940, it subsumed General Grant National Park, which had been established on October 1, 1890, as the United States' fourth national park.[77][78][79] (BR)[80]","36.80,-118.55","March 4, 1940","461,901.20 acres (1,869.2 km2)",640986,36.8,-118.55,https://www.alltrails.com/parks/us/california/kings-canyon-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=dd2e2a37-1ec5-4f86-939c-4d37d9136657&sid=37e091db-7d71-4936-8ba4-795ed36ca738&p=1&sort=relevance,Park Map
Kobuk Valley,"Remote Alaskan wilderness, known for its sand dunes and caribou migrations. Kobuk Valley protects 61 miles (98 km) of the Kobuk River and three regions of sand dunes. Created by glaciers, the Great Kobuk, Little Kobuk, and Hunt River Sand Dunes can reach 100 feet (30 m) high and 100 °F (38 °C), and they are the largest dunes in the Arctic. Twice a year, half a million caribou migrate through the dunes and across river bluffs that expose well-preserved ice age fossils.[81]","67.55,-159.28","December 2, 1980","1,750,716.16 acres (7,084.9 km2)",16925,67.55,-159.28,https://www.alltrails.com/parks/us/alaska/kobuk-valley-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=1d89e532-8c68-4e5b-bd4e-c786081f27fb&sid=ccc2837c-3b7c-4485-ac86-066a87735d6a&p=1&sort=relevance,Park Map
Lake Clark,"Features volcanoes, waterfalls, and diverse ecosystems, with excellent fishing and camping options. The region around Lake Clark features four active volcanoes, including Mount Redoubt, as well as an abundance of rivers, glaciers, and waterfalls. Temperate rainforests, a tundra plateau, and three mountain ranges complete the landscape.[82]","60.97,-153.42","December 2, 1980","2,619,816.49 acres (10,602.0 km2)",18187,60.97,-153.42,https://www.alltrails.com/parks/us/alaska/lake-clark-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=8a7173c5-c0f0-4655-b842-a50cbabd8727&sid=3df441a0-626f-4c5f-ac76-425763a587e5&p=1&sort=relevance,Park Map
Lassen Volcanic,"Geothermal features, including hot springs, mud pots, and volcanic peaks. Great for hiking and camping. Lassen Peak, the largest lava dome volcano in the world, is joined by all three other types of volcanoes in this park: shield, cinder cone, and composite. Though Lassen itself last erupted in 1915, most of the rest of the park is continuously active. Numerous hydrothermal features, including fumaroles, boiling pools, and bubbling mud pots, are heated by molten rock from beneath the peak.[83]","40.49,-121.51","August 9, 1916","106,589.02 acres (431.4 km2)",446291,40.49,-121.51,https://www.alltrails.com/parks/us/california/lassen-volcanic-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=f678c479-177a-46dc-8f50-8f18b9701538&sid=b50de5f0-ad6a-4dec-b800-dafcf9b90996&p=1&sort=relevance,Park Map
Mammoth Cave,"The world's longest cave system, with guided tours and scenic trails above ground. With more than 400 miles (640 km) of passageways explored, Mammoth Cave is the world's longest known cave system. Subterranean wildlife includes eight bat species, Kentucky cave shrimp, Northern cavefish, and cave salamanders. Above ground, the park provides recreation on the Green River, 70 miles of hiking trails, and plenty of sinkholes and springs.[84] (WHS)[85] (BR)[86]","37.18,-86.10","July 1, 1941","72,472.87 acres (293.3 km2)",663147,37.18,-86.1,https://www.alltrails.com/parks/us/kentucky/mammoth-cave-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=b04c5c0e-fe2e-4830-b99b-ef953e9796f0&sid=148e51da-494e-413a-b502-5b08bb556560&p=1&sort=relevance,Park Map
Mesa Verde,"Preserves Ancestral Puebloan cliff dwellings. Offers hikes to historic sites and scenic overlooks. This area constitutes over 4,000 archaeological sites of the Ancestral Puebloan people, who lived here and elsewhere in the Four Corners region for at least 700 years. Cliff dwellings built in the 12th and 13th centuries include Cliff Palace, which has 150 rooms and 23 kivas, and the Balcony House, with its many passages and tunnels.[87] (WHS)[88]","37.18,-108.49","June 29, 1906","52,485.17 acres (212.4 km2)",499790,37.18,-108.49,https://www.alltrails.com/parks/us/colorado/mesa-verde-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=e80aa16e-e64f-479d-a000-a4c19d19bb87&sid=1c77fcc4-9f53-48f6-9b92-2d49e6496702&p=1&sort=relevance,Park Map
Mount Rainier,"Known for its snow-capped volcano and wildflower meadows. Offers diverse trails and alpine camping. Mount Rainier, an active stratovolcano, is the most prominent peak in the Cascades and is covered by 26 named glaciers including Carbon Glacier and Emmons Glacier, the longest and largest in the contiguous United States respectively. The mountain is popular for climbing, and more than half of the park is covered by subalpine and alpine forests and meadows seasonally in bloom with wildflowers. Paradise on the south slope is among the snowiest places on Earth.[89] The Longmire visitor center is the start of the Wonderland Trail, which encircles the mountain.[90]","46.85,-121.75","March 2, 1899","236,381.64 acres (956.6 km2)",1622395,46.85,-121.75,https://www.alltrails.com/parks/us/washington/mount-rainier-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=fc0ae667-02bc-4613-9fd3-403aad3c33cc&sid=1482a476-e07d-452b-b1fd-be71a761a0de&p=1&sort=relevance,Park Map
New River Gorge,"Known for whitewater rafting, scenic trails, and rock climbing on sandstone cliffs. The New River Gorge is the deepest river gorge east of the Mississippi River. The park primarily covers the lower gorge area around the New River Gorge Bridge, which features some of the country's best whitewater rafting. Smaller noncontiguous sections showcase the ghost town of Thurmond, the scenic Grandview vista, and Sandstone Falls. The other 65,165 acres (263.71 km2) of the redesignated national river is now a national preserve, spanning 53 mi (85 km) of the New River.[92][93]","38.07,-81.08","December 27, 2020","7,021 acres (28.4 km2)[91]",1593523,38.07,-81.08,https://www.alltrails.com/parks/us/west-virginia/new-river-gorge-national-park-and-preserve,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=c50bdefa-05fe-4e26-a554-66ad6b118ddd&sid=fc870e39-3d71-4bd5-ab15-ba89aa1b623a&p=1&sort=relevance,Park Map
North Cascades,"Remote mountain range with pristine alpine scenery, glaciers, and rugged hiking trails. The highly glaciated mountains of the North Cascades Range exhibit a spectacular and complex geologic history. Between the river valleys and high peaks there are eight diverse life zones with 75 mammal and 1,600 vascular plant species. Popular hiking and climbing areas of the Stephen Mather Wilderness include Cascade Pass, Mount Shuksan, Mount Triumph, and Eldorado Peak. Ross Lake and Lake Chelan National Recreation Areas adjoin the two segments of the park and are all administered together.[94]","48.70,-121.20","October 2, 1968","504,780.94 acres (2,042.8 km2)",30154,48.7,-121.2,https://www.alltrails.com/parks/us/washington/north-cascades-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=0bce42a6-7aca-4193-8c8a-617f898da42a&sid=ec623cbd-2787-48fa-b669-e54d73f176ff&p=1&sort=relevance,Park Map
Olympic,"Diverse ecosystems with rainforest, mountains, and coastline. Great for hiking and beach camping. This park on the Olympic Peninsula includes a wide range of ecosystems from Pacific shoreline to temperate rainforests to the glaciated alpine peaks of the Olympic Mountains, the tallest of which is Mount Olympus. The Hoh and Quinault Rainforests are the wettest areas in the contiguous United States, with the Hoh receiving an average of almost 12 ft (3.7 m) of rain every year.[95][96] (WHS)[97] (BR)[98]","47.97,-123.50","June 29, 1938","922,649.41 acres (3,733.8 km2)",2432972,47.97,-123.5,https://www.alltrails.com/parks/us/washington/olympic-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=d8dcb91a-4eba-467d-861f-16cf66c69272&sid=c7b9c029-7d5e-43f2-8902-3efc7cbb49b6&p=1&sort=relevance,Park Map
Petrified Forest,Desert landscape featuring fossilized wood and colorful rock layers. Offers scenic hikes and camping nearby. This portion of the Chinle Formation has a large concentration of 225-million-year-old petrified wood. The surrounding Painted Desert features eroded cliffs of red-hued volcanic rock called bentonite. Dinosaur fossils and over 350 Native American sites are also protected in this park.[99],"35.07,-109.78","December 9, 1962","221,390.21 acres (895.9 km2)",505209,35.07,-109.78,https://www.alltrails.com/parks/us/arizona/petrified-forest-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=fbbdcfeb-ea75-4b7d-b352-434e3f91439c&sid=ab05a1cb-2d77-4074-903e-c4afba7b4531&p=1&sort=relevance,Park Map
Pinnacles,"Rock formations, talus caves, and scenic trails. Known for rock climbing and backcountry camping. Named for the eroded leftovers of a portion of an extinct volcano, the park's massive black and gold monoliths of andesite and rhyolite are a popular destination for rock climbers. Hikers have access to trails crossing the Coast Range wilderness. The park is one of the few locations where the endangered California condor can be seen in the wild. Pinnacles also supports a dense population of prairie falcons and more than 13 species of bat that populate its talus caves.[100]","36.48,-121.16","January 10, 2013","26,685.73 acres (108.0 km2)",275023,36.48,-121.16,https://www.alltrails.com/parks/us/california/pinnacles-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=245fbfaa-5bec-4d6e-a251-edac22cddb47&sid=81125f92-60b7-4e61-83ec-fccdee855218&p=1&sort=relevance,Park Map
Redwood,"Ancient coastal redwoods, lush forests, and scenic ocean views. Great for hiking and camping among towering trees. This park and the co-managed state parks protect almost half of all remaining coastal redwoods, the tallest trees on earth. There are three large river systems in this very seismically active area, and 37 miles (60 km) of protected coastline reveal tide pools and seastacks. The prairie, estuary, coast, river, and forest ecosystems contain a wide variety of animal and plant species.[101] (WHS)[102]","41.30,-124.00","October 2, 1968","138,999.37 acres (562.5 km2)",458400,41.3,-124.0,https://www.alltrails.com/parks/us/california/redwood-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=d8e193ab-a456-4534-bde4-04c5f71429d6&sid=2cf52d31-e288-4b70-ae1c-4a8973b65aed&p=1&sort=relevance,Park Map
Rocky Mountain,"Known for its towering peaks, alpine lakes, and the scenic Trail Ridge Road. Bisected north to south by the Continental Divide, this portion of the Rockies has ecosystems varying from over 150 riparian lakes to montane and subalpine forests to treeless alpine tundra. Wildlife including elk, moose, mule deer, bighorn sheep, black bears, and cougars inhabit its igneous mountains and glacial valleys. Longs Peak, a classic Colorado fourteener, and the scenic Bear Lake are popular destinations, as well as the historic Trail Ridge Road, which reaches an elevation of more than 12,000 feet (3,700 m).[103] (BR)[104]","40.40,-105.58","January 26, 1915","265,847.74 acres (1,075.8 km2)",4300424,40.4,-105.58,https://www.alltrails.com/parks/us/colorado/rocky-mountain-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=4bc081d5-6c1f-4666-a865-128f68703615&sid=ea76ab53-0c4f-44d6-9406-cfbde1e3299b&p=1&sort=relevance,Park Map
Saguaro,"Home to giant saguaro cacti and desert landscapes. Offers scenic trails and unique desert camping. Split into the separate Rincon Mountain and Tucson Mountain districts, this park is evidence that the dry Sonoran Desert is still home to a great variety of life spanning six biotic communities. Beyond the namesake giant saguaro cacti, there are barrel cacti, chollas, and prickly pears, as well as lesser long-nosed bats, spotted owls, and javelinas.[105]","32.25,-110.50","October 14, 1994","92,876.75 acres (375.9 km2)",908194,32.25,-110.5,https://www.alltrails.com/parks/us/arizona/saguaro-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=706ef799-bd6f-4fff-bda4-7c9d05581be8&sid=c9eb629b-c105-4990-9eb3-13a9afc23f43&p=1&sort=relevance | https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=896a5b98-90e0-4902-adf4-3ec8c3bab200&sid=c9eb629b-c105-4990-9eb3-13a9afc23f43&p=1&sort=relevance,Multiple Park Maps
Sequoia,"Home to giant sequoia trees, deep valleys, and alpine scenery. Great for hiking and scenic camping. This park protects the Giant Forest, which boasts some of the world's largest trees, the General Sherman being the largest measured tree in the park. Other features include over 240 caves, a long segment of the Sierra Nevada including the tallest mountain in the contiguous United States, and Moro Rock, a large granite dome.[106] (BR)[80]","36.43,-118.68","September 25, 1890","404,062.63 acres (1,635.2 km2)",1153198,36.43,-118.68,https://www.alltrails.com/parks/us/california/sequoia-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=dd2e2a37-1ec5-4f86-939c-4d37d9136657&sid=8558dd8e-8331-4886-a32c-39a4f1a7f996&p=1&sort=relevance,Park Map
Shenandoah,"Blue Ridge Mountains with scenic vistas and waterfalls, ideal for camping and hiking on the Appalachian Trail. Shenandoah's Blue Ridge Mountains are covered by hardwood forests that teem with a wide variety of wildlife. The Skyline Drive and Appalachian Trail run the entire length of this narrow park, along with more than 500 miles (800 km) of hiking trails passing scenic overlooks and cataracts of the Shenandoah River.[107]","38.53,-78.35","December 26, 1935","200,445.92 acres (811.2 km2)",1449300,38.53,-78.35,https://www.alltrails.com/parks/us/virginia/shenandoah-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=eefb165e-1c50-4cee-82ce-7fa63aa675cb&sid=bbfb0de4-febf-482f-b695-566f4fce339c&p=1&sort=relevance,Park Map
Theodore Roosevelt,"Named after the conservationist president, with rugged badlands, wildlife, and scenic drives. This region that enticed and influenced President Theodore Roosevelt consists of a park of three units in the northern badlands. Besides Roosevelt's historic cabin, there are numerous scenic drives and backcountry hiking opportunities. Wildlife includes American bison, pronghorn, bighorn sheep, and wild horses.[108]","46.97,-103.45","November 10, 1978","70,446.89 acres (285.1 km2)",668679,46.97,-103.45,https://www.alltrails.com/parks/us/north-dakota/theodore-roosevelt-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=5f169c66-049e-4f55-8070-2b9c551c9e91&sid=ed2c9696-62ae-439c-8fff-0eeb0755d78a&p=1&sort=relevance | https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=0b9717f0-8f0b-490c-8af8-2f240995d5d5&sid=ed2c9696-62ae-439c-8fff-0eeb0755d78a&p=1&sort=relevance | https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=e0d2ec38-2e99-4094-85ef-9a324c4ef861&sid=ed2c9696-62ae-439c-8fff-0eeb0755d78a&p=1&sort=relevance,Multiple Park Maps
Virgin Islands,"Tropical beaches, coral reefs, and clear waters. Excellent for snorkeling, kayaking, and beach camping. This island park on Saint John preserves pristine beaches surrounded by mangrove forests, seagrass beds, and coral reefs. It also has Taíno archaeological sites and the ruins of sugar plantations from Columbus's time.[109]","18.33,-64.73","August 2, 1956","15,052.33 acres (60.9 km2)",196752,18.33,-64.73,https://www.alltrails.com/parks/us-virgin-islands/virgin-islands-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=b30ea551-542f-40d0-a0dd-dacdd716f61c&sid=d5675249-faee-4893-8539-0c4127c67fec&p=1&sort=relevance,Park Map
Voyageurs,"Known for interconnected waterways, ideal for canoeing, kayaking, and island camping. This park protecting four lakes near the Canada–US border is a site for canoeing, kayaking, and fishing. The park also preserves a history populated by Ojibwe Native Americans, French fur traders called voyageurs, and gold miners. Formed by glaciers, the region features tall bluffs, rock gardens, islands, bays, and several historic buildings.[110]","48.50,-92.88","April 8, 1975","218,222.35 acres (883.1 km2)",221434,48.5,-92.88,https://www.alltrails.com/parks/us/minnesota/voyageurs-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=04a21afb-ad47-4ae9-a196-925699d75640&sid=b958ffb9-3498-4006-af8f-429e8160f687&p=1&sort=relevance,Park Map
White Sands,"Largest gypsum dune field in the world, ideal for dune hiking, sand sledding, and stargazing. Located in the mountain-ringed Tularosa Basin, White Sands consists of the southern part of a 275-square-mile (710 km2) field of white sand dunes composed of gypsum crystals—the world's largest gypsum dunefield. The park is completely within the White Sands Missile Range and is subject to closure when tests are conducted.[112]","32.78,-106.17","December 20, 2019[111]","146,344.31 acres (592.2 km2)",705127,32.78,-106.17,https://www.alltrails.com/parks/us/new-mexico/white-sands-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=1da1a6be-0621-4ac2-a69a-73305158dca2&sid=abd1f4c8-a7ca-4c58-83ee-82a2d653576d&p=1&sort=relevance,Park Map
Wind Cave,"Known for its unique boxwork cave formations and scenic hiking trails above ground. Wind Cave is distinctive for its calcite fin formations called boxwork, a unique formation rarely found elsewhere, and needle-like growths called frostwork. It is one of the longest caves in the world and creates a wind as air pressure changes. Above ground is a mixed-grass prairie with animals such as bison, black-footed ferrets, and prairie dogs and ponderosa pine forests home to cougars and elk.[113] The cave is culturally significant to the Lakota people as a creation site.[114]","43.57,-103.48","January 9, 1903","33,970.84 acres (137.5 km2)",607418,43.57,-103.48,https://www.alltrails.com/parks/us/south-dakota/wind-cave-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=b36e6786-5888-4dbc-905a-5bc895d46346&sid=9d8d162d-f15c-45fa-9c37-13a7bf5d2c4d&p=1&sort=relevance,Park Map
Wrangell–St. Elias,"Largest U.S. national park, with glaciers, rugged mountains, and remote wilderness camping. The largest national park in the system protects the convergence of the Alaska, Chugach, Wrangell, and Saint Elias Ranges, which include many of the continent's tallest mountains and volcanoes, including the 18,008-foot Mount Saint Elias. More than a quarter of the park is covered with glaciers, including the tidewater Hubbard Glacier, piedmont Malaspina Glacier, and valley Nabesna Glacier.[115] (WHS)[53]","61.00,-142.00","December 2, 1980","8,323,146.48 acres (33,682.6 km2)",65236,61.0,-142.0,https://www.alltrails.com/parks/us/alaska/wrangell-st-elias-national-park-preserve,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=43237bf4-4d5b-4e69-84f4-8e9e10e7bca2&sid=b8cab70c-adbe-48ef-8723-ef0a4c2e8810&p=1&sort=relevance,Park Map
Yellowstone,"First national park, known for its geothermal features like Old Faithful and diverse wildlife. Situated on the Yellowstone Caldera, the park has an expansive network of geothermal areas including boiling mud pots, vividly colored hot springs such as Grand Prismatic Spring, and regularly erupting geysers, the best-known being Old Faithful. The yellow-hued Grand Canyon of the Yellowstone River contains several high waterfalls, and four mountain ranges traverse the park. More than 60 mammal species including timber wolves, grizzly bears, black bears, lynxes, bison, and elk make this park one of the best wildlife viewing spots in the country.[116] (WHS)[117] (BR)[118]","44.60,-110.50","March 1, 1872","2,219,790.71 acres (8,983.2 km2)",3290242,44.6,-110.5,https://www.alltrails.com/parks/us/wyoming/yellowstone-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=dc30085e-3713-4a8f-856b-19ac1c566066&sid=9fafd61e-8128-475f-bb36-02f1bcb63c93&p=1&sort=relevance,Park Map
Yosemite,"Renowned for its granite cliffs, waterfalls, and giant sequoias. Popular for climbing, hiking, and camping. Yosemite features sheer granite cliffs, exceptionally tall waterfalls, and old-growth forests at a unique intersection of geology and hydrology. Half Dome and El Capitan rise from the park's centerpiece, the glacier-carved Yosemite Valley, and from its vertical walls drop Yosemite Falls, one of North America's tallest waterfalls at 2,425 feet (739 m) high. Three giant sequoia groves, along with a pristine wilderness in the heart of the Sierra Nevada, are home to a wide variety of rare plant and animal species.[119] (WHS)[120]","37.83,-119.50","October 1, 1890","761,747.50 acres (3,082.7 km2)",3667550,37.83,-119.5,https://www.alltrails.com/parks/us/california/yosemite-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=c51f64fd-51dc-400e-b562-d02789c95933&sid=72ac2be9-bc64-4248-b383-7fa251c57e5f&p=1&sort=relevance,Park Map
Zion,"Steep canyon walls, diverse hiking trails, and the famous Narrows slot canyon hike. Ideal for camping and exploration. Located at the junction of the Colorado Plateau, Great Basin, and Mojave Desert, this park contains sandstone features such as mesas, rock towers, and canyons, including the Virgin River Narrows. The various sandstone formations and the forks of the Virgin River create a wilderness divided into four ecosystems: desert, riparian, woodland, and coniferous forest.[121]","37.30,-113.05","November 19, 1919","147,242.66 acres (595.9 km2)",4692417,37.3,-113.05,https://www.alltrails.com/parks/us/utah/zion-national-park,https://www.nps.gov/media/photo/collection-item.htm?pg=7323739&cid=305fb7af-a71b-469b-941e-a98b439c882f&id=7b9188c0-d895-4d8c-acd2-e7df9a911c15&sid=a132afac-aaf3-41a0-9904-f2daf5189264&p=1&sort=relevance,Park Map
